GeneID	EACO	Pathway
LOCMI09384	Ea	Purine metabolism:map00230
LOCMI09808	Ea	Purine metabolism:map00230
LOCMI10140	Ea	Purine metabolism:map00230
LOCMI10439	Ea	Purine metabolism:map00230
LOCMI10444	Ea	Purine metabolism:map00230
LOCMI10663	Ea	Purine metabolism:map00230
LOCMI10894	Ea	Purine metabolism:map00230
LOCMI10902	Ea	Purine metabolism:map00230
LOCMI11198	Ea	Purine metabolism:map00230
LOCMI11370	Ea	Purine metabolism:map00230
LOCMI11424	Ea	Purine metabolism:map00230
LOCMI11553	Ea	Purine metabolism:map00230
LOCMI11849	Ea	Purine metabolism:map00230
LOCMI11954	Ea	Purine metabolism:map00230
LOCMI12275	Ea	Purine metabolism:map00230
LOCMI12441	Ea	Purine metabolism:map00230
LOCMI12445	Ea	Purine metabolism:map00230
LOCMI12468	Ea	Purine metabolism:map00230
LOCMI12768	Ea	Purine metabolism:map00230
LOCMI12823	Ea	Purine metabolism:map00230
LOCMI12958	Ea	Purine metabolism:map00230
LOCMI13140	Ea	Purine metabolism:map00230
LOCMI13169	Ea	Purine metabolism:map00230
LOCMI13754	Ea	Purine metabolism:map00230
LOCMI13810	Ea	Purine metabolism:map00230
LOCMI13968	Ea	Purine metabolism:map00230
LOCMI14102	Ea	Purine metabolism:map00230
LOCMI14190	Ea	Purine metabolism:map00230
LOCMI14200	Ea	Purine metabolism:map00230
LOCMI14604	Ea	Purine metabolism:map00230
LOCMI14641	Ea	Purine metabolism:map00230
LOCMI14674	Ea	Purine metabolism:map00230
LOCMI14719	Ea	Purine metabolism:map00230
LOCMI14720	Ea	Purine metabolism:map00230
LOCMI14842	Ea	Purine metabolism:map00230
LOCMI14909	Ea	Purine metabolism:map00230
LOCMI15817	Ea	Purine metabolism:map00230
LOCMI15834	Ea	Purine metabolism:map00230
LOCMI15924	Ea	Purine metabolism:map00230
LOCMI15994	Ea	Purine metabolism:map00230
LOCMI16281	Ea	Purine metabolism:map00230
LOCMI16287	Ea	Purine metabolism:map00230
LOCMI16395	Ea	Purine metabolism:map00230
LOCMI16483	Ea	Purine metabolism:map00230
LOCMI16539	Ea	Purine metabolism:map00230
LOCMI16545	Ea	Purine metabolism:map00230
LOCMI16875	Ea	Purine metabolism:map00230
LOCMI16876	Ea	Purine metabolism:map00230
LOCMI17133	Ea	Purine metabolism:map00230
LOCMI17256	Ea	Purine metabolism:map00230
LOCMI03761	Ea	Caffeine metabolism:map00232
LOCMI16287	Ea	Caffeine metabolism:map00232
LOCMI00021	Ea	Pyrimidine metabolism:map00240
LOCMI00179	Ea	Pyrimidine metabolism:map00240
LOCMI00207	Ea	Pyrimidine metabolism:map00240
LOCMI00252	Ea	Pyrimidine metabolism:map00240
LOCMI00426	Ea	Pyrimidine metabolism:map00240
LOCMI00507	Ea	Pyrimidine metabolism:map00240
LOCMI00523	Ea	Pyrimidine metabolism:map00240
LOCMI00525	Ea	Pyrimidine metabolism:map00240
LOCMI00601	Ea	Pyrimidine metabolism:map00240
LOCMI01328	Ea	Pyrimidine metabolism:map00240
LOCMI01524	Ea	Pyrimidine metabolism:map00240
LOCMI01582	Ea	Pyrimidine metabolism:map00240
LOCMI01920	Ea	Pyrimidine metabolism:map00240
LOCMI02157	Ea	Pyrimidine metabolism:map00240
LOCMI02287	Ea	Pyrimidine metabolism:map00240
LOCMI02908	Ea	Pyrimidine metabolism:map00240
LOCMI03230	Ea	Pyrimidine metabolism:map00240
LOCMI03421	Ea	Pyrimidine metabolism:map00240
LOCMI03637	Ea	Pyrimidine metabolism:map00240
LOCMI03855	Ea	Pyrimidine metabolism:map00240
LOCMI03873	Ea	Pyrimidine metabolism:map00240
LOCMI03973	Ea	Pyrimidine metabolism:map00240
LOCMI04128	Ea	Pyrimidine metabolism:map00240
LOCMI04129	Ea	Pyrimidine metabolism:map00240
LOCMI04164	Ea	Pyrimidine metabolism:map00240
LOCMI04450	Ea	Pyrimidine metabolism:map00240
LOCMI04598	Ea	Pyrimidine metabolism:map00240
LOCMI04645	Ea	Pyrimidine metabolism:map00240
LOCMI04852	Ea	Pyrimidine metabolism:map00240
LOCMI05195	Ea	Pyrimidine metabolism:map00240
LOCMI05408	Ea	Pyrimidine metabolism:map00240
LOCMI05424	Ea	Pyrimidine metabolism:map00240
LOCMI05553	Ea	Pyrimidine metabolism:map00240
LOCMI05728	Ea	Pyrimidine metabolism:map00240
LOCMI05744	Ea	Pyrimidine metabolism:map00240
LOCMI05985	Ea	Pyrimidine metabolism:map00240
LOCMI06016	Ea	Pyrimidine metabolism:map00240
LOCMI06149	Ea	Pyrimidine metabolism:map00240
LOCMI06391	Ea	Pyrimidine metabolism:map00240
LOCMI06409	Ea	Pyrimidine metabolism:map00240
LOCMI06930	Ea	Pyrimidine metabolism:map00240
LOCMI07554	Ea	Pyrimidine metabolism:map00240
LOCMI07555	Ea	Pyrimidine metabolism:map00240
LOCMI07858	Ea	Pyrimidine metabolism:map00240
LOCMI07879	Ea	Pyrimidine metabolism:map00240
LOCMI08111	Ea	Pyrimidine metabolism:map00240
LOCMI08146	Ea	Pyrimidine metabolism:map00240
LOCMI08182	Ea	Pyrimidine metabolism:map00240
LOCMI08183	Ea	Pyrimidine metabolism:map00240
LOCMI08192	Ea	Pyrimidine metabolism:map00240
LOCMI08295	Ea	Pyrimidine metabolism:map00240
LOCMI08630	Ea	Pyrimidine metabolism:map00240
LOCMI08740	Ea	Pyrimidine metabolism:map00240
LOCMI09166	Ea	Pyrimidine metabolism:map00240
LOCMI09384	Ea	Pyrimidine metabolism:map00240
LOCMI09732	Ea	Pyrimidine metabolism:map00240
LOCMI09785	Ea	Pyrimidine metabolism:map00240
LOCMI09956	Ea	Pyrimidine metabolism:map00240
LOCMI10439	Ea	Pyrimidine metabolism:map00240
LOCMI10444	Ea	Pyrimidine metabolism:map00240
LOCMI10663	Ea	Pyrimidine metabolism:map00240
LOCMI10789	Ea	Pyrimidine metabolism:map00240
LOCMI10902	Ea	Pyrimidine metabolism:map00240
LOCMI11198	Ea	Pyrimidine metabolism:map00240
LOCMI12275	Ea	Pyrimidine metabolism:map00240
LOCMI12441	Ea	Pyrimidine metabolism:map00240
LOCMI13010	Ea	Pyrimidine metabolism:map00240
LOCMI13140	Ea	Pyrimidine metabolism:map00240
LOCMI13169	Ea	Pyrimidine metabolism:map00240
LOCMI13754	Ea	Pyrimidine metabolism:map00240
LOCMI13810	Ea	Pyrimidine metabolism:map00240
LOCMI14102	Ea	Pyrimidine metabolism:map00240
LOCMI14194	Ea	Pyrimidine metabolism:map00240
LOCMI14200	Ea	Pyrimidine metabolism:map00240
LOCMI14382	Ea	Pyrimidine metabolism:map00240
LOCMI14641	Ea	Pyrimidine metabolism:map00240
LOCMI14842	Ea	Pyrimidine metabolism:map00240
LOCMI14909	Ea	Pyrimidine metabolism:map00240
LOCMI15048	Ea	Pyrimidine metabolism:map00240
LOCMI15049	Ea	Pyrimidine metabolism:map00240
LOCMI15060	Ea	Pyrimidine metabolism:map00240
LOCMI15409	Ea	Pyrimidine metabolism:map00240
LOCMI16281	Ea	Pyrimidine metabolism:map00240
LOCMI02211	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI03210	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI04133	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI04249	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI04601	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI05252	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI05296	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI05806	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI06263	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI06391	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI07002	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI07085	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI08638	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI08798	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI09293	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI09667	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI10311	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI10941	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI11040	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI12343	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI12689	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI12811	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI14004	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI14497	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI14719	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI14899	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI16443	Ea	Alanine, aspartate and glutamate metabolism:map00250
LOCMI01947	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI02016	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI02552	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI04029	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI04601	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI04776	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI05554	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI05791	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI06013	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI06889	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI07108	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI08123	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI08798	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI09897	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI10291	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI10500	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI11494	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI12133	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI12984	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI12988	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI12989	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI13091	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI13330	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI13350	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI13743	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI14004	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI15831	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI15878	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI15912	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI16069	Ea	Glycine, serine and threonine metabolism:map00260
LOCMI02112	Ea	Cysteine and methionine metabolism:map00270
LOCMI02211	Ea	Cysteine and methionine metabolism:map00270
LOCMI02552	Ea	Cysteine and methionine metabolism:map00270
LOCMI04776	Ea	Cysteine and methionine metabolism:map00270
LOCMI04940	Ea	Cysteine and methionine metabolism:map00270
LOCMI05456	Ea	Cysteine and methionine metabolism:map00270
LOCMI05806	Ea	Cysteine and methionine metabolism:map00270
LOCMI06060	Ea	Cysteine and methionine metabolism:map00270
LOCMI06806	Ea	Cysteine and methionine metabolism:map00270
LOCMI06873	Ea	Cysteine and methionine metabolism:map00270
LOCMI07270	Ea	Cysteine and methionine metabolism:map00270
LOCMI09043	Ea	Cysteine and methionine metabolism:map00270
LOCMI09044	Ea	Cysteine and methionine metabolism:map00270
LOCMI10278	Ea	Cysteine and methionine metabolism:map00270
LOCMI10569	Ea	Cysteine and methionine metabolism:map00270
LOCMI10825	Ea	Cysteine and methionine metabolism:map00270
LOCMI10932	Ea	Cysteine and methionine metabolism:map00270
LOCMI11494	Ea	Cysteine and methionine metabolism:map00270
LOCMI11534	Ea	Cysteine and methionine metabolism:map00270
LOCMI12565	Ea	Cysteine and methionine metabolism:map00270
LOCMI12690	Ea	Cysteine and methionine metabolism:map00270
LOCMI13091	Ea	Cysteine and methionine metabolism:map00270
LOCMI14595	Ea	Cysteine and methionine metabolism:map00270
LOCMI14899	Ea	Cysteine and methionine metabolism:map00270
LOCMI15876	Ea	Cysteine and methionine metabolism:map00270
LOCMI15982	Ea	Cysteine and methionine metabolism:map00270
LOCMI16061	Ea	Cysteine and methionine metabolism:map00270
LOCMI16068	Ea	Cysteine and methionine metabolism:map00270
LOCMI17543	Ea	Cysteine and methionine metabolism:map00270
LOCMI00274	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI02165	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI03647	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI03707	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI05233	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI05381	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI06553	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI07116	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI10671	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI11659	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI12631	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15368	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15765	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15805	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15806	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15839	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15841	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15851	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15874	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15878	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15891	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15896	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15899	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15900	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15907	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15912	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15923	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15939	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15940	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15944	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15956	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI15985	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI16046	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI16047	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI16092	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI16298	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI16359	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI16371	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI16955	Ea	Valine, leucine and isoleucine degradation:map00280
LOCMI02165	Ea	Valine, leucine and isoleucine biosynthesis:map00290
LOCMI02552	Ea	Valine, leucine and isoleucine biosynthesis:map00290
LOCMI08123	Ea	Valine, leucine and isoleucine biosynthesis:map00290
LOCMI08549	Ea	Lysine biosynthesis:map00300
LOCMI15912	Ea	Lysine biosynthesis:map00300
LOCMI00117	Ea	Lysine degradation:map00310
LOCMI00662	Ea	Lysine degradation:map00310
LOCMI01103	Ea	Lysine degradation:map00310
LOCMI02447	Ea	Lysine degradation:map00310
LOCMI03117	Ea	Lysine degradation:map00310
LOCMI03446	Ea	Lysine degradation:map00310
LOCMI03758	Ea	Lysine degradation:map00310
LOCMI04519	Ea	Lysine degradation:map00310
LOCMI04755	Ea	Lysine degradation:map00310
LOCMI05398	Ea	Lysine degradation:map00310
LOCMI05700	Ea	Lysine degradation:map00310
LOCMI05702	Ea	Lysine degradation:map00310
LOCMI05868	Ea	Lysine degradation:map00310
LOCMI06517	Ea	Lysine degradation:map00310
LOCMI06593	Ea	Lysine degradation:map00310
LOCMI07997	Ea	Lysine degradation:map00310
LOCMI08077	Ea	Lysine degradation:map00310
LOCMI08240	Ea	Lysine degradation:map00310
LOCMI09053	Ea	Lysine degradation:map00310
LOCMI09235	Ea	Lysine degradation:map00310
LOCMI10213	Ea	Lysine degradation:map00310
LOCMI10966	Ea	Lysine degradation:map00310
LOCMI13527	Ea	Lysine degradation:map00310
LOCMI15806	Ea	Lysine degradation:map00310
LOCMI15839	Ea	Lysine degradation:map00310
LOCMI15851	Ea	Lysine degradation:map00310
LOCMI15874	Ea	Lysine degradation:map00310
LOCMI15891	Ea	Lysine degradation:map00310
LOCMI15896	Ea	Lysine degradation:map00310
LOCMI15907	Ea	Lysine degradation:map00310
LOCMI15912	Ea	Lysine degradation:map00310
LOCMI15927	Ea	Lysine degradation:map00310
LOCMI15935	Ea	Lysine degradation:map00310
LOCMI15940	Ea	Lysine degradation:map00310
LOCMI15944	Ea	Lysine degradation:map00310
LOCMI15985	Ea	Lysine degradation:map00310
LOCMI16077	Ea	Lysine degradation:map00310
LOCMI16298	Ea	Lysine degradation:map00310
LOCMI16339	Ea	Lysine degradation:map00310
LOCMI16359	Ea	Lysine degradation:map00310
LOCMI16371	Ea	Lysine degradation:map00310
LOCMI16575	Ea	Lysine degradation:map00310
LOCMI16955	Ea	Lysine degradation:map00310
LOCMI17358	Ea	Lysine degradation:map00310
LOCMI01947	Ea	Arginine and proline metabolism:map00330
LOCMI02029	Ea	Arginine and proline metabolism:map00330
LOCMI02099	Ea	Arginine and proline metabolism:map00330
LOCMI02112	Ea	Arginine and proline metabolism:map00330
LOCMI02211	Ea	Arginine and proline metabolism:map00330
LOCMI02564	Ea	Arginine and proline metabolism:map00330
LOCMI03033	Ea	Arginine and proline metabolism:map00330
LOCMI03210	Ea	Arginine and proline metabolism:map00330
LOCMI03848	Ea	Arginine and proline metabolism:map00330
LOCMI03980	Ea	Arginine and proline metabolism:map00330
LOCMI04133	Ea	Arginine and proline metabolism:map00330
LOCMI04940	Ea	Arginine and proline metabolism:map00330
LOCMI05296	Ea	Arginine and proline metabolism:map00330
LOCMI05439	Ea	Arginine and proline metabolism:map00330
LOCMI05456	Ea	Arginine and proline metabolism:map00330
LOCMI05771	Ea	Arginine and proline metabolism:map00330
LOCMI05806	Ea	Arginine and proline metabolism:map00330
LOCMI06263	Ea	Arginine and proline metabolism:map00330
LOCMI08638	Ea	Arginine and proline metabolism:map00330
LOCMI09621	Ea	Arginine and proline metabolism:map00330
LOCMI10153	Ea	Arginine and proline metabolism:map00330
LOCMI10181	Ea	Arginine and proline metabolism:map00330
LOCMI10839	Ea	Arginine and proline metabolism:map00330
LOCMI10941	Ea	Arginine and proline metabolism:map00330
LOCMI11040	Ea	Arginine and proline metabolism:map00330
LOCMI13869	Ea	Arginine and proline metabolism:map00330
LOCMI13870	Ea	Arginine and proline metabolism:map00330
LOCMI13871	Ea	Arginine and proline metabolism:map00330
LOCMI14150	Ea	Arginine and proline metabolism:map00330
LOCMI14497	Ea	Arginine and proline metabolism:map00330
LOCMI14899	Ea	Arginine and proline metabolism:map00330
LOCMI15514	Ea	Arginine and proline metabolism:map00330
LOCMI15839	Ea	Arginine and proline metabolism:map00330
LOCMI15851	Ea	Arginine and proline metabolism:map00330
LOCMI15874	Ea	Arginine and proline metabolism:map00330
LOCMI15891	Ea	Arginine and proline metabolism:map00330
LOCMI15896	Ea	Arginine and proline metabolism:map00330
LOCMI15907	Ea	Arginine and proline metabolism:map00330
LOCMI15912	Ea	Arginine and proline metabolism:map00330
LOCMI15985	Ea	Arginine and proline metabolism:map00330
LOCMI01448	Ea	Histidine metabolism:map00340
LOCMI01947	Ea	Histidine metabolism:map00340
LOCMI06264	Ea	Histidine metabolism:map00340
LOCMI07149	Ea	Histidine metabolism:map00340
LOCMI08225	Ea	Histidine metabolism:map00340
LOCMI09621	Ea	Histidine metabolism:map00340
LOCMI10574	Ea	Histidine metabolism:map00340
LOCMI13172	Ea	Histidine metabolism:map00340
LOCMI15839	Ea	Histidine metabolism:map00340
LOCMI15851	Ea	Histidine metabolism:map00340
LOCMI15874	Ea	Histidine metabolism:map00340
LOCMI15891	Ea	Histidine metabolism:map00340
LOCMI15896	Ea	Histidine metabolism:map00340
LOCMI15907	Ea	Histidine metabolism:map00340
LOCMI15912	Ea	Histidine metabolism:map00340
LOCMI15985	Ea	Histidine metabolism:map00340
LOCMI16306	Ea	Histidine metabolism:map00340
LOCMI16335	Ea	Histidine metabolism:map00340
LOCMI17284	Ea	Histidine metabolism:map00340
LOCMI00197	Ea	Tyrosine metabolism:map00350
LOCMI01030	Ea	Tyrosine metabolism:map00350
LOCMI01947	Ea	Tyrosine metabolism:map00350
LOCMI02211	Ea	Tyrosine metabolism:map00350
LOCMI03087	Ea	Tyrosine metabolism:map00350
LOCMI04979	Ea	Tyrosine metabolism:map00350
LOCMI05806	Ea	Tyrosine metabolism:map00350
LOCMI08225	Ea	Tyrosine metabolism:map00350
LOCMI09826	Ea	Tyrosine metabolism:map00350
LOCMI10574	Ea	Tyrosine metabolism:map00350
LOCMI12565	Ea	Tyrosine metabolism:map00350
LOCMI14899	Ea	Tyrosine metabolism:map00350
LOCMI15691	Ea	Tyrosine metabolism:map00350
LOCMI16007	Ea	Tyrosine metabolism:map00350
LOCMI16307	Ea	Tyrosine metabolism:map00350
LOCMI16335	Ea	Tyrosine metabolism:map00350
LOCMI17284	Ea	Tyrosine metabolism:map00350
LOCMI01947	Ea	Phenylalanine metabolism:map00360
LOCMI02211	Ea	Phenylalanine metabolism:map00360
LOCMI03087	Ea	Phenylalanine metabolism:map00360
LOCMI03395	Ea	Phenylalanine metabolism:map00360
LOCMI05806	Ea	Phenylalanine metabolism:map00360
LOCMI09826	Ea	Phenylalanine metabolism:map00360
LOCMI10574	Ea	Phenylalanine metabolism:map00360
LOCMI12565	Ea	Phenylalanine metabolism:map00360
LOCMI14899	Ea	Phenylalanine metabolism:map00360
LOCMI16266	Ea	Phenylalanine metabolism:map00360
LOCMI16267	Ea	Phenylalanine metabolism:map00360
LOCMI16268	Ea	Phenylalanine metabolism:map00360
LOCMI16274	Ea	Phenylalanine metabolism:map00360
LOCMI16275	Ea	Phenylalanine metabolism:map00360
